token,occurrences,expected_result,is_interesting
lycra,2246,,
macpherson,2246,,
manyaran,2246,,
masalh,2246,,
neves,2246,,
nezar,2246,,
persikaba,2246,,
selingkuhi,2246,,
vibiz,2246,,
wownya,2246,,
120cm,2245,,
bertorello,2245,,
hida,2245,,
hyogo,2245,,
kalibening,2245,,
kampaye,2245,,
laia,2245,,
patungnya,2245,,
triage,2245,,
yoshihiro,2245,,
a-z0-9,2244,,
afia,2244,,
blanchett,2244,,
capillary,2244,,
csgo,2244,,
dengan-nya,2244,,
dits,2244,,
dvb-t2,2244,,
educated,2244,,
ioniq,2244,,
jansport,2244,,
nhd,2244,,
reno4,2244,,
sawyer,2244,,
sekola,2244,,
tabletnya,2244,,
taycan,2244,,
vitam,2244,,
vsi,2244,,
adopt,2243,,
alhudri,2243,,
belhotel,2243,,
bontangpost,2243,,
destro,2243,,
extracted,2243,,
maupu,2243,,
methotrexate,2243,,
mpsi,2243,,
permasalahn,2243,,
perumahannya,2243,,
refugee,2243,,
sahri,2243,,
timelapse,2243,,
5f,2242,,
7kg,2242,,
aggregation,2242,,
clubman,2242,,
corporations,2242,,
damopolii,2242,,
diangin-anginkan,2242,,
dress-up,2242,,
ficus,2242,,
haikou,2242,,
hien,2242,,
jatohnya,2242,,
leiva,2242,,
logit,2242,,
malia,2242,,
marsigit,2242,,
ndo,2242,,
ngacir2,2242,,
omelette,2242,,
overdose,2242,,
puteranya,2242,,
respective,2242,,
silek,2242,,
views12,2242,,
winkel,2242,,
zin,2242,,
al-sham,2241,,
baby-g,2241,,
badarudin,2241,,
chairuman,2241,,
edifice,2241,,
ekonomi-bisnis,2241,,
formo,2241,,
gegerkalong,2241,,
morosi,2241,,
mundi,2241,,
suntiang,2241,,
kanalkalimantan,2240,,
langitmusik,2240,,
linden,2240,,
mathew,2240,,
mungin,2240,,
ngedukung,2240,,
se-lampung,2240,,
shields,2240,,
soebrantas,2240,,
storesend,2240,,
akinya,2239,,
cobanya,2239,,
gado2,2239,,
jaknot,2239,,
kamipanduan,2239,,
karyo,2239,,
kawhi,2239,,
kenak,2239,,
kominfotik,2239,,
kridha,2239,,
mastrip,2239,,
mengekplorasi,2239,,
prajogo,2239,,
sihanoukville,2239,,
tangselmedia,2239,,
tapinya,2239,,
tjan,2239,,
bisnya,2238,,
checkin,2238,,
coliform,2238,,
dubrovnik,2238,,
indexed,2238,,
k900,2238,,
logo-fk-web-300x96,2238,,
nena,2238,,
ngetest,2238,,
rs232,2238,,
syahrian,2238,,
ѕudаh,2238,,
archaeology,2237,,
arqam,2237,,
ashitaba,2237,,
cara-caranya,2237,,
cloudflare,2237,,
dangda,2237,,
fontana,2237,,
genetiknya,2237,,
goong,2237,,
ivanov,2237,,
kasirnya,2237,,
kohati,2237,,
kunjang,2237,,
postfix,2237,,
selewengkan,2237,,
starone,2237,,
tercemarnya,2237,,
tias,2237,,
torro,2237,,
transpotasi,2237,,
wallacea,2237,,
wetland,2237,,
wimar,2237,,
250gr,2236,,
bullets,2236,,
chaves,2236,,
dreamliner,2236,,
gymnospermae,2236,,
hardinsyah,2236,,
infrastrukur,2236,,
jajargenjang,2236,,
keakuratannya,2236,,
novendra,2236,,
pencerahanya,2236,,
pkm-p,2236,,
preparedness,2236,,
roslan,2236,,
rozali,2236,,
syamsari,2236,,
udanawu,2236,,
ukp4,2236,,
zairin,2236,,
a5000,2235,,
abdulloh,2235,,
answering,2235,,
bertahta,2235,,
carefulness,2235,,
cheaper,2235,,
denger-denger,2235,,
kimmel,2235,,
leighton,2235,,
naekin,2235,,
northrop,2235,,
pizjuan,2235,,
stridor,2235,,
zeaxanthin,2235,,
agb,2234,,
awwal,2234,,
baliekbis,2234,,
callista,2234,,
duuh,2234,,
dwia,2234,,
hehanussa,2234,,
hye-kyo,2234,,
label1,2234,,
mahsiswa,2234,,
merendamnya,2234,,
mid-end,2234,,
milf,2234,,
persempit,2234,,
sikan,2234,,
verywell,2234,,
willey,2234,,
4pcs,2233,,
a01,2233,,
arenas,2233,,
berk,2233,,
bridget,2233,,
ccs,2233,,
curcas,2233,,
datuak,2233,,
diduga-duga,2233,,
esnya,2233,,
meureudu,2233,,
obito,2233,,
ontot,2233,,
openstreetmap,2233,,
peganglah,2233,,
riak-riak,2233,,
rpu,2233,,
rudiyana,2233,,
ardhy,2232,,
beau,2232,,
brennan,2232,,
cipatat,2232,,
dinkop,2232,,
iccu,2232,,
ignt,2232,,
komaladi,2232,,
nadu,2232,,
pemilu2019,2232,,
pengem,2232,,
perubahanperubahan,2232,,
teruss,2232,,
widarti,2232,,
amps,2231,,
arnita,2231,,
britamax,2231,,
gould,2231,,
hardwarenya,2231,,
hcu,2231,,
malalui,2231,,
mantis,2231,,
persibara,2231,,
purification,2231,,
tambakboyo,2231,,
tator,2231,,
uhh,2231,,
wadahi,2231,,
webstagram,2231,,
wkwkwkk,2231,,
zaenul,2231,,
a10s,2230,,
atcs,2230,,
badas,2230,,
cocobolo,2230,,
confederation,2230,,
expedia,2230,,
fakrulloh,2230,,
fic,2230,,
frosting,2230,,
immawan,2230,,
jurisprudence,2230,,
lampungpro,2230,,
menjajalnya,2230,,
radarjember,2230,,
ste,2230,,
talita,2230,,
tinted,2230,,
wonderfull,2230,,
bavarians,2229,,
bljr,2229,,
detiksultra,2229,,
dirly,2229,,
djuga,2229,,
emitting,2229,,
lpck,2229,,
menghukumnya,2229,,
suikoden,2229,,
arnhem,2228,,
begerak,2228,,
danaunya,2228,,
finasteride,2228,,
gatwick,2228,,
hasni,2228,,
kaguya,2228,,
kalikondang,2228,,
kokoro,2228,,
kwp,2228,,
menduetkan,2228,,
simalem,2228,,
sugara,2228,,
blume,2227,,
cerdaskan,2227,,
commentsviews,2227,,
compagnie,2227,,
flutter,2227,,
internsip,2227,,
karenina,2227,,
masalahuntuk,2227,,
notary,2227,,
pandia,2227,,
pjm,2227,,
serb,2227,,
brody,2226,,
castillo,2226,,
corat,2226,,
ditiro,2226,,
holstein,2226,,
lubangi,2226,,
michaella,2226,,
quartet,2226,,
sunburn,2226,,
tetsuya,2226,,
tmo,2226,,
anmemor,2225,,
beautify,2225,,
dealers,2225,,
delle,2225,,
ditangannya,2225,,
extremitas,2225,,
jari2,2225,,
moutinho,2225,,
multigriya,2225,,
mumtazah,2225,,
sana’a,2225,,
sasisnya,2225,,
skatepark,2225,,
studentsâ,2225,,
touching,2225,,
towns,2225,,
tribuncirebon,2225,,
velozity,2225,,
2juta,2224,,
ebsoft,2224,,
kjv,2224,,
lengsernya,2224,,
mawitjere,2224,,
mengiringinya,2224,,
miyagi,2224,,
oddity,2224,,
sees,2224,,
type-a,2224,,
varsity,2224,,
yant,2224,,
8mb,2223,,
carta,2223,,
diterapkannama,2223,,
donasinya,2223,,
jlnt,2223,,
keemasannya,2223,,
lazis,2223,,
marudut,2223,,
maskeran,2223,,
palevi,2223,,
patisserie,2223,,
penetuan,2223,,
rasmus,2223,,
rp360,2223,,
tkks,2223,,
turunya,2223,,
aktiftokopediatentang,2222,,
anlene,2222,,
bumijawa,2222,,
dyspepsia,2222,,
kairagi,2222,,
marasabessy,2222,,
profunda,2222,,
suastini,2222,,
tanoh,2222,,
warisannya,2222,,
wonoayu,2222,,
agrarian,2221,,
chanos,2221,,
elja,2221,,
gangguannya,2221,,
gathered,2221,,
hydroxide,2221,,
kadokawa,2221,,
kelsen,2221,,
pengambilannya,2221,,
schiller,2221,,
scma,2221,,
trutama,2221,,
wrath,2221,,
bloranews,2220,,
daiwa,2220,,
ennichisai,2220,,
estee,2220,,
frag,2220,,
gamba,2220,,
hindu-buddha,2220,,
iii-2017,2220,,
khsusus,2220,,
kontenprev,2220,,
nachos,2220,,
pagai,2220,,
pageview,2220,,
riskiawaninternet,2220,,
seblum,2220,,
seramnya,2220,,
supono,2220,,
x-road,2220,,
yangakan,2220,,
antonia,2219,,
apkli,2219,,
budhe,2219,,
disitat,2219,,
donatus,2219,,
herborist,2219,,
isun,2219,,
karetan,2219,,
korn,2219,,
kuyt,2219,,
marjawan,2219,,
mojorejo,2219,,
mpr-ri,2219,,
pboc,2219,,
smartcity,2219,,
snoopy,2219,,
vasokonstriktor,2219,,
andhra,2218,,
bkph,2218,,
contamination,2218,,
ekperimen,2218,,
graziano,2218,,
hardono,2218,,
kmhe,2218,,
laurat,2218,,
leaderboard,2218,,
memfasilitasinya,2218,,
parsley,2218,,
persebi,2218,,
soedibyo,2218,,
writings,2218,,
yongmoodo,2218,,
bagian2,2217,,
berketahanan,2217,,
gerbangnya,2217,,
gho,2217,,
hillenburg,2217,,
ilmate,2217,,
impresifnya,2217,,
mlc,2217,,
samalona,2217,,
siiip,2217,,
wharf,2217,,
aul,2216,,
brest,2216,,
buminya,2216,,
cpue,2216,,
dangin,2216,,
dilaporkannya,2216,,
ditungguin,2216,,
liao,2216,,
lkmm,2216,,
maribor,2216,,
memecatnya,2216,,
palpres,2216,,
zell,2216,,
catalina,2215,,
faucet,2215,,
gazoo,2215,,
haerudin,2215,,
infid,2215,,
iniperkecil,2215,,
kamunya,2215,,
lbf,2215,,
murdani,2215,,
prpp,2215,,
rp275,2215,,
shariah,2215,,
sudjarwo,2215,,
sya'ban,2215,,
teman2nya,2215,,
wooow,2215,,
30jt,2214,,
asessment,2214,,
dailysatu,2214,,
defrag,2214,,
higgins,2214,,
kesalahanmu,2214,,
mdash,2214,,
nachrowi,2214,,
nanggulan,2214,,
nikodemus,2214,,
permalam,2214,,
pertanyaanmu,2214,,
a13,2213,,
amit2,2213,,
besitang,2213,,
fires,2213,,
klasika,2213,,
kpei,2213,,
menuntunnya,2213,,
rahajeng,2213,,
resurrection,2213,,
sucorinvest,2213,,
suradadi,2213,,
tabelnya,2213,,
terombang,2213,,
trusmi,2213,,
wsc,2213,,
akseyna,2212,,
article3,2212,,
blr,2212,,
cacl2,2212,,
cempaga,2212,,
cyprinus,2212,,
jongkie,2212,,
kamar-kamarnya,2212,,
latinnya,2212,,
man's,2212,,
medistra,2212,,
okada,2212,,
pambudhy,2212,,
poems,2212,,
sirkuitnya,2212,,
translations,2212,,
1439h,2211,,
borosnya,2211,,
dominance,2211,,
mediaset,2211,,
mengatkan,2211,,
papuan,2211,,
spri,2211,,
ssms,2211,,
yekti,2211,,
berulang2,2210,,
charleston,2210,,
gordyn,2210,,
histories,2210,,
hock,2210,,
isyak,2210,,
koban,2210,,
poy,2210,,
shipbuilding,2210,,
sudiarto,2210,,
suryakabar,2210,,
swans,2210,,
tugiman,2210,,
0e,2209,,
agista,2209,,
chatt,2209,,
cygnus,2209,,
defecation,2209,,
kakekane,2209,,
keamanansosial,2209,,
masaki,2209,,
mesi,2209,,
muchus,2209,,
remedy,2209,,
scala,2209,,
scalp,2209,,
sram,2209,,
tad,2209,,
wizzy,2209,,
yulianis,2209,,
cepatlah,2208,,
clr,2208,,
darahmu,2208,,
hematnya,2208,,
invictus,2208,,
keown,2208,,
mengawalnya,2208,,
oeh,2208,,
pathogenesis,2208,,
rinduku,2208,,
sisi-sisinya,2208,,
sulami,2208,,
tertier,2208,,
y15,2208,,
0badges,2207,,
abie,2207,,
adorable,2207,,
byu,2207,,
easton,2207,,
fahsar,2207,,
girl’s,2207,,
huntelaar,2207,,
katrin,2207,,
lb-ft,2207,,
masalah2,2207,,
menkonsumsi,2207,,
octaviani,2207,,
rayanasionalpolitikkriminalpendidikanekonomipropertiumkmtechnocellragamkulinerwisataeventbudayasejarahreligitokohresensikomunitasperempuanm-teensfamiliakodewlifestylesenamkesehatanfengshuilapsusfeaturesadvetorialarsip,2207,,
rkm,2207,,
sanctions,2207,,
selfienya,2207,,
silencer,2207,,
verawati,2207,,
1v,2206,,
adinegara,2206,,
berpuncak,2206,,
fcx,2206,,
finalist,2206,,
flipcover,2206,,
iini,2206,,
phoebe,2206,,
piloting,2206,,
puasan,2206,,
receivables,2206,,
secured,2206,,
sibisa,2206,,
theological,2206,,
ultahhore,2206,,
yasudah,2206,,
2sam,2205,,
cepet-cepet,2205,,
furry,2205,,
kesejahteran,2205,,
leih,2205,,
lizio,2205,,
macchiato,2205,,
pengesahannya,2205,,
smada,2205,,
wakayama,2205,,
archos,2204,,
cincinnya,2204,,
dbhcht,2204,,
kontroversialnya,2204,,
nglinggo,2204,,
ranham,2204,,
syafi,2204,,
walinya,2204,,
yesuit,2204,,
anti-teror,2203,,
anuar,2203,,
articlebegini,2203,,
bamukmin,2203,,
battlefront,2203,,
diternakkan,2203,,
enterobacter,2203,,
gaa,2203,,
gmti,2203,,
hostintegration,2203,,
kalou,2203,,
kampuang,2203,,
konsensi,2203,,
liranews,2203,,
nginden,2203,,
nts,2203,,
