token,occurrences,expected_result,is_interesting
kuburan,52212,,
warkop,52186,,
broker,52181,,
menorehkan,52167,,
diseluruh,52154,,
terluar,52141,,
dituju,52138,,
ebook,52125,,
wed,52125,,
bukittinggi,52118,,
renyah,52114,,
mengunci,52111,,
fx,52090,,
winner,52086,,
tumis,52073,,
vaksinasi,52067,,
imut,52063,,
teratasi,52059,,
fortuner,52034,,
salep,52034,,
hammer,52029,,
dpw,51999,,
sirup,51988,,
unlimited,51980,,
perwujudan,51970,,
kontrakan,51963,,
forensik,51959,,
ketawa,51942,,
pramugari,51927,,
syiah,51925,,
wulan,51900,,
melayangkan,51899,,
header,51898,,
jagoan,51893,,
dibungkus,51856,,
menjelajah,51855,,
balutan,51842,,
u-20,51839,,
tawuran,51835,,
meriahkan,51829,,
comics,51821,,
simultan,51821,,
susanti,51819,,
guardian,51799,,
delay,51790,,
marina,51787,,
trainer,51784,,
pump,51779,,
dagangan,51766,,
menyelam,51712,,
timika,51704,,
timbal,51703,,
accessed,51682,,
infinity,51680,,
bripka,51671,,
mempercayai,51659,,
kiprah,51656,,
replace,51648,,
menggiurkan,51644,,
ramping,51628,,
djarot,51625,,
selaput,51616,,
teriak,51605,,
perbedaannya,51603,,
fiktif,51602,,
nou,51596,,
terpusat,51587,,
8gb,51579,,
meluangkan,51572,,
mengherankan,51572,,
diakuinya,51570,,
dikira,51570,,
processing,51569,,
alfa,51568,,
dimenangkan,51562,,
jokowi-ma'ruf,51560,,
secepat,51558,,
tabloid,51558,,
000beli,51557,,
large,51556,,
reklame,51548,,
korean,51529,,
lin,51527,,
kedamaian,51518,,
pemotretan,51507,,
lompat,51499,,
kaga,51492,,
mengutarakan,51484,,
hmmm,51481,,
garapan,51479,,
berkreasi,51472,,
don,51472,,
keuskupan,51462,,
tesla,51462,,
dikritik,51455,,
farma,51454,,
instal,51436,,
mengetik,51434,,
alamnya,51429,,
gawai,51429,,
joni,51423,,
karnavian,51423,,
sidrap,51423,,
teddy,51423,,
picu,51421,,
panda,51419,,
bukti-bukti,51403,,
rp20,51403,,
tusuk,51399,,
thinking,51396,,
lengkapi,51394,,
uruguay,51370,,
wak,51369,,
champion,51366,,
dilirik,51347,,
menganut,51340,,
petinju,51328,,
protocol,51308,,
mayjen,51304,,
yu,51302,,
kapanpun,51291,,
siswanya,51290,,
terseret,51269,,
bernomor,51259,,
regenerasi,51257,,
berlayar,51247,,
restorasi,51242,,
ora,51241,,
begitupun,51230,,
merak,51223,,
prix,51213,,
kerupuk,51206,,
ib,51203,,
batasi,51199,,
subtitle,51194,,
substring,51189,,
dikontrol,51167,,
indomaret,51161,,
tertulisnya,51158,,
diancam,51149,,
kompos,51138,,
lengket,51130,,
bh,51123,,
mw-parser-output,51121,,
eng,51116,,
penukaran,51109,,
dumai,51108,,
insomnia,51092,,
headphone,51086,,
jkt48,51084,,
penuntut,51076,,
kuansing,51073,,
ngotot,51071,,
keripik,51066,,
pajero,51061,,
users,51060,,
motion,51058,,
amunisi,51052,,
penunjukan,51040,,
brio,51039,,
choice,51033,,
tertipu,51026,,
dilontarkan,51018,,
together,51011,,
fatwa,51008,,
rubrik,51002,,
diproyeksikan,51000,,
jari-jari,50989,,
menyiarkan,50989,,
teruji,50972,,
graphic,50971,,
political,50957,,
karakternya,50951,,
detik-detik,50939,,
gate,50934,,
surface,50930,,
imb,50927,,
mencuat,50925,,
temperature,50925,,
kelihatannya,50901,,
wit,50892,,
partisi,50886,,
melirik,50878,,
wc,50878,,
dilapisi,50876,,
harmoni,50865,,
dikejar,50836,,
blender,50835,,
notaris,50828,,
mementingkan,50827,,
pinus,50826,,
memboyong,50822,,
menikahi,50822,,
getty,50819,,
mengulangi,50818,,
five,50817,,
timbangan,50803,,
pagu,50792,,
bloomberg,50773,,
lintang,50767,,
protector,50758,,
mesinnya,50756,,
bkpm,50749,,
melon,50749,,
tontonan,50748,,
delete,50747,,
pelan,50731,,
tertimpa,50728,,
toni,50724,,
unread,50724,,
wr,50723,,
fly,50722,,
mass,50716,,
passing,50715,,
iris,50714,,
termuda,50712,,
ekstraksi,50710,,
piano,50707,,
qs,50693,,
zola,50692,,
laras,50679,,
meletus,50679,,
dinaikkan,50676,,
politiknya,50673,,
bonek,50660,,
gateway,50658,,
titi,50638,,
presisi,50635,,
a2,50627,,
ujungnya,50605,,
pengin,50603,,
kn,50602,,
rp7,50593,,
vulkanik,50590,,
fkip,50586,,
karate,50583,,
sapu,50580,,
handayani,50570,,
cuka,50563,,
comedy,50560,,
mbps,50560,,
xiii,50555,,
keputusannya,50537,,
formulasi,50535,,
petahana,50533,,
emg,50508,,
assoc,50506,,
ls,50501,,
oleskan,50496,,
disdik,50489,,
kiki,50481,,
tantang,50475,,
harahap,50458,,
dukungannya,50455,,
berdomisili,50449,,
menghampiri,50446,,
renungan,50434,,
prabumulih,50432,,
amanda,50431,,
query,50421,,
periodik,50420,,
joseph,50414,,
mengantuk,50411,,
menkominfo,50398,,
kamp,50397,,
kecakapan,50393,,
memodifikasi,50393,,
ke-10,50391,,
kemenkumham,50391,,
somad,50391,,
firefox,50383,,
didaftarkan,50365,,
konsorsium,50362,,
kenalkan,50358,,
lim,50353,,
unika,50347,,
az,50343,,
makannya,50326,,
noise,50324,,
ekstasi,50311,,
memeriksakan,50310,,
mobil-mobil,50310,,
leasing,50306,,
din,50300,,
diperbaharui,50296,,
dipaparkan,50284,,
wafat,50283,,
otot-otot,50282,,
rekan-rekannya,50274,,
pembuatannya,50271,,
amalia,50246,,
fisiologi,50239,,
pucuk,50237,,
manakah,50231,,
penculikan,50224,,
pamong,50220,,
berjaya,50207,,
smua,50190,,
aan,50188,,
enaknya,50187,,
iq,50186,,
nobel,50176,,
penasehat,50172,,
ovarium,50169,,
berdatangan,50163,,
haryono,50160,,
persnya,50151,,
kearah,50150,,
donny,50129,,
pengering,50125,,
edwin,50124,,
lobi,50124,,
berulang-ulang,50118,,
lorong,50116,,
gaib,50114,,
topping,50111,,
liberal,50107,,
ardi,50104,,
piston,50060,,
rocky,50039,,
akankah,50037,,
modernisasi,50032,,
najwa,50030,,
feri,50023,,
tm,50013,,
dibuatkan,50007,,
mol,50003,,
shot,49999,,
pernahkah,49988,,
important,49978,,
institutional,49975,,
realita,49969,,
blockchain,49952,,
serbia,49935,,
baper,49915,,
boot,49914,,
melintang,49905,,
cultural,49894,,
senat,49882,,
check-in,49869,,
dodi,49868,,
terpisahkan,49861,,
rintangan,49855,,
halmahera,49851,,
markus,49850,,
darma,49830,,
berkelompok,49825,,
direvisi,49819,,
fri,49809,,
pinter,49808,,
tiktok,49795,,
itunes,49794,,
stimulasi,49784,,
jpeg,49778,,
aktivitasnya,49770,,
cibinong,49767,,
robin,49755,,
menyabet,49753,,
cow,49744,,
heat,49735,,
blackpink,49729,,
berkonsentrasi,49724,,
spm,49716,,
tunggakan,49713,,
gareth,49708,,
menag,49705,,
chemistry,49703,,
terserap,49696,,
gs,49693,,
sensitivitas,49692,,
permulaan,49683,,
waste,49675,,
present,49663,,
rc,49647,,
yaaa,49627,,
influencer,49618,,
ceko,49603,,
sterling,49594,,
akad,49593,,
menelepon,49586,,
rules,49577,,
plagiat,49574,,
photos,49565,,
perlahan-lahan,49564,,
nbsp,49559,,
zen,49557,,
haluan,49550,,
perbukitan,49542,,
tam,49535,,
manifestasi,49533,,
equipment,49530,,
merangin,49515,,
chatting,49514,,
ujicoba,49514,,
nikon,49496,,
met,49492,,
botak,49490,,
retro,49482,,
automatic,49480,,
indar,49469,,
pemburu,49467,,
bentrokan,49463,,
manufacturing,49463,,
reservasi,49459,,
pesepakbola,49450,,
rendang,49450,,
mempesona,49438,,
permana,49432,,
rusli,49425,,
kantin,49418,,
achievement,49415,,
sekumpulan,49415,,
merintis,49405,,
promotion,49397,,
pasaman,49390,,
pelunasan,49387,,
nego,49386,,
anehnya,49380,,
loan,49376,,
juang,49368,,
bekraf,49367,,
compact,49367,,
obyektif,49362,,
rapuh,49360,,
perselingkuhan,49359,,
tar,49357,,
inisial,49340,,
dipusatkan,49339,,
serap,49339,,
pelarut,49338,,
sagu,49338,,
brigadir,49337,,
nina,49328,,
merta,49327,,
dengarkan,49324,,
merangkul,49316,,
feel,49312,,
etnik,49297,,
pelanggar,49296,,
diperdagangkan,49288,,
dri,49288,,
beberkan,49282,,
leonardo,49282,,
standarisasi,49277,,
anita,49269,,
bilik,49263,,
surat-surat,49257,,
pede,49255,,
pertiwi,49254,,
percetakan,49251,,
mempresentasikan,49250,,
rebut,49248,,
belt,49243,,
nvidia,49240,,
mendownload,49235,,
relation,49231,,
zonasultra,49231,,
cakram,49229,,
disc,49225,,
rahmad,49225,,
tengkorak,49224,,
hostel,49215,,
anggarannya,49209,,
showed,49208,,
scale,49207,,
aka,49206,,
o2,49203,,
nyatakan,49199,,
genteng,49178,,
biang,49173,,
takjub,49170,,
kepemudaan,49169,,
lalulintas,49168,,
potter,49151,,
kebagian,49147,,
bersosialisasi,49138,,
hdd,49138,,
64gb,49126,,
rahang,49126,,
pindad,49122,,
cibubur,49116,,
rp15,49116,,
tafsir,49109,,
tercemar,49102,,
dibenahi,49095,,
cruise,49085,,
structure,49075,,
court,49073,,
tehnik,49055,,
unhas,49048,,
lumbung,49041,,
tni-polri,49036,,
same,49034,,
polwan,49013,,
organizer,49005,,
desanya,49003,,
distribution,48997,,
pai,48994,,
perkenalan,48992,,
pertanyaan-pertanyaan,48987,,
keranjang,48986,,
memberatkan,48974,,
sosialisasikan,48973,,
gilang,48969,,
paulo,48963,,
ditindak,48943,,
jeneponto,48937,,
packing,48926,,
akuntabel,48924,,
pistol,48919,,
holder,48912,,
noah,48912,,
yoo,48904,,
bergenre,48878,,
vegetarian,48876,,
yuan,48867,,
hahahaha,48866,,
cu,48864,,
couple,48858,,
ditopang,48856,,
pattern,48856,,
warna-warni,48856,,
val,48848,,
sumsum,48845,,
strawberry,48844,,
gif,48843,,
16gb,48841,,
etanol,48841,,
folat,48840,,
cuitan,48834,,
gea,48834,,
ekonominya,48828,,
kejagung,48827,,
retrieved,48824,,
skotlandia,48803,,
mendata,48802,,
dimakamkan,48792,,
kol,48791,,
cambridge,48776,,
3rd,48773,,
states,48769,,
diwawancarai,48766,,
dicuri,48763,,
b1,48756,,
kreator,48755,,
berkekuatan,48739,,
mencalonkan,48738,,
sikka,48731,,
wilson,48727,,
simpul,48721,,
mantab,48716,,
knp,48715,,
mbappe,48699,,
tube,48694,,
kekacauan,48691,,
mainstream,48687,,
darwin,48685,,
sosis,48679,,
canada,48667,,
bantaeng,48664,,
diimbangi,48646,,
manggis,48646,,
sn,48646,,
diplomatik,48639,,
belu,48628,,
dilingkungan,48615,,
mahmud,48605,,
ulangi,48605,,
kubik,48596,,
thor,48593,,
lindungi,48589,,
sindonews,48580,,
mulu,48575,,
animin,48569,,
patrick,48569,,
bsa,48567,,
animout,48566,,
giant,48562,,
terpidana,48559,,
mengakomodir,48543,,
menggugat,48543,,
sanur,48530,,
rich,48528,,
tertanggal,48519,,
konseptual,48504,,
diimbau,48503,,
jesus,48503,,
aspek-aspek,48496,,
movement,48490,,
fisiologis,48484,,
sumbernya,48482,,
roman,48480,,
klimatologi,48462,,
node,48455,,
isteri,48451,,
jebol,48447,,
progress,48444,,
tertanam,48435,,
vpn,48426,,
uncategorized,48421,,
around,48410,,
mom,48404,,
mandalika,48403,,
airbus,48402,,
romawi,48401,,
mewaspadai,48397,,
gates,48392,,
herpes,48385,,
berhadiah,48378,,
buru-buru,48369,,
don't,48366,,
ingatlah,48356,,
amelia,48349,,
konservatif,48349,,
bolehkah,48330,,
sap,48326,,
2gb,48316,,
dalang,48315,,
vegas,48303,,
hakikat,48301,,
fest,48295,,
indosport,48293,,
ataukah,48289,,
cemilan,48284,,
dieksekusi,48268,,
lake,48268,,
diberangkatkan,48265,,
sandy,48248,,
mate,48237,,
kedapatan,48231,,
ajarkan,48216,,
zaskia,48204,,
cold,48185,,
decision,48137,,
penyeberangan,48129,,
ge,48127,,
hum,48125,,
lucas,48123,,
gulung,48116,,
sangihe,48115,,
france,48110,,
bundaran,48103,,
abg,48095,,
annual,48086,,
dengue,48067,,
ulasannya,48054,,
kekosongan,48052,,
mandat,48045,,
serasa,48018,,
selebritis,48012,,
libatkan,48006,,
terselesaikan,47999,,
clinical,47997,,
prilaku,47988,,
ceritakan,47982,,
trafik,47982,,
mencermati,47973,,
peperangan,47972,,
berkebutuhan,47968,,
ditiru,47936,,
susulan,47926,,
iskan,47922,,
poundsterling,47921,,
advokat,47917,,
penguji,47906,,
lc,47900,,
draf,47887,,
antropologi,47886,,
hipmi,47883,,
busi,47877,,
menyakiti,47867,,
embung,47851,,
interpersonal,47848,,
perintis,47848,,
chemical,47847,,
dek,47834,,
jobs,47834,,
membacanya,47831,,
berlapis,47829,,
jupe,47826,,
kocek,47816,,
takalar,47807,,
dfsk,47806,,
penelitiannya,47803,,
alternative,47801,,
selena,47801,,
pemanas,47790,,
jahitan,47786,,
tunduk,47783,,
kutip,47770,,
ikonik,47768,,
carrier,47764,,
pts,47755,,
valley,47750,,
lauk,47744,,
koko,47742,,
rama,47731,,
korpri,47730,,
propaganda,47725,,
putranya,47725,,
irianto,47716,,
membebani,47713,,
sigi,47711,,
reduksi,47701,,
porsche,47693,,
dinda,47690,,
obat-obat,47681,,
cuek,47675,,
forbes,47663,,
six,47650,,
tjahaja,47647,,
isip,47641,,
screenshot,47621,,
komplain,47617,,
qur’an,47616,,
mindset,47608,,
sarumpaet,47600,,
mistis,47565,,
ktsp,47561,,
goat,47558,,
terkontaminasi,47556,,
lampard,47548,,
lina,47540,,
novi,47537,,
beritasatu,47535,,
menyeimbangkan,47532,,
tempatkan,47530,,
spesialisasi,47514,,
xenia,47509,,
pemecatan,47507,,
suksesnya,47500,,
kecintaan,47498,,
lemahnya,47495,,
deru,47494,,
lib,47483,,
notes,47482,,
menyepakati,47470,,
terarah,47465,,
ending,47464,,
dilewatkan,47458,,
diterimanya,47455,,
pramusim,47435,,
monica,47434,,
maroko,47426,,
another,47425,,
disertakan,47408,,
penyewaan,47406,,
carry,47400,,
deret,47399,,
periklanan,47390,,
broadband,47384,,
bnpt,47383,,
berdampingan,47381,,
baubau,47368,,
menampik,47363,,
pure,47360,,
reaktor,47355,,
fr,47352,,
direkrut,47350,,
needs,47343,,
kecukupan,47338,,
jeli,47333,,
robby,47327,,
diperkenankan,47322,,
lego,47319,,
aktifkan,47317,,
inpres,47315,,
konfrontasi,47315,,
gabriel,47313,,
adnan,47308,,
facelift,47298,,
terbitkan,47292,,
mensukseskan,47274,,
civic,47259,,
klikdokter,47256,,
kalijaga,47242,,
pemerhati,47241,,
aren,47238,,
masing2,47237,,
nutrition,47236,,
marinir,47234,,
stie,47224,,
konspirasi,47219,,
polo,47191,,
melambung,47184,,
rab,47177,,
patriot,47176,,
ina,47167,,
0shares,47165,,
mengetahuinya,47160,,
bbcode,47156,,
wave,47148,,
proaktif,47140,,
ustad,47140,,
ea,47133,,
optimasi,47132,,
romo,47126,,
jahit,47120,,
walker,47117,,
irma,47113,,
southampton,47109,,
senen,47104,,
rog,47100,,
iot,47099,,
membantunya,47097,,
discovery,47095,,
pembaharuan,47086,,
berbaring,47077,,
melempar,47077,,
sontak,47070,,
berbintang,47065,,
mane,47059,,
lotion,47053,,
signature,47046,,
fransiskus,47042,,
mengharumkan,47041,,
those,47040,,
dyah,47039,,
police,47039,,
tt,47038,,
question,47023,,
campus,47010,,
gaikindo,47005,,
soo,47003,,
semarak,46998,,
rintisan,46967,,
harley,46958,,
sekresi,46958,,
hunter,46949,,
kejiwaan,46943,,
mina,46943,,
package,46924,,
minsel,46922,,
pelancong,46914,,
skuter,46910,,
ciuman,46907,,
dakwaan,46907,,
perawan,46899,,
menyisihkan,46884,,
pasutri,46872,,
skk,46862,,
yi,46856,,
ke-20,46853,,
rachmat,46841,,
setinterval,46838,,
hortikultura,46837,,
kematangan,46834,,
ramaikan,46829,,
v2,46829,,
perusakan,46827,,
wkwk,46827,,
gara,46823,,
resepsionis,46823,,
rajawali,46819,,
penggelapan,46811,,
fmipa,46810,,
il,46806,,
dynamic,46797,,
earphone,46793,,
karunia,46772,,
dipaksakan,46761,,
nation,46760,,
berbangsa,46759,,
terpaut,46755,,
council,46751,,
nelson,46747,,
binjai,46744,,
followers,46737,,
riasan,46737,,
ketuntasan,46729,,
perdananya,46726,,
fondasi,46724,,
kalkulasi,46717,,
jumbo,46716,,
langsing,46714,,
citation,46705,,
triple,46696,,
gamers,46688,,
yogurt,46688,,
ditanamkan,46677,,
indera,46676,,
terkalahkan,46674,,
menipu,46642,,
ksp,46641,,
wicaksono,46636,,
goes,46624,,
seto,46619,,
niatnya,46605,,
bomber,46598,,
spare,46587,,
defisiensi,46584,,
menggembirakan,46581,,
menggenjot,46578,,
abidin,46573,,
remeh,46563,,
kotawaringin,46560,,
menekuni,46558,,
lapan,46556,,
gerobak,46555,,
techno,46553,,
bookmark,46549,,
martabat,46541,,
saka,46539,,
ereksi,46523,,
kesebelasan,46523,,
critical,46516,,
longgar,46514,,
ekstensi,46512,,
prototipe,46512,,
sistematika,46509,,
animo,46506,,
semprot,46503,,
malut,46490,,
rotan,46484,,
zat-zat,46482,,
hu,46475,,
senter,46475,,
dipatok,46463,,
penghujung,46463,,
freelance,46459,,
ranting,46456,,
bermartabat,46449,,
rika,46447,,
balkon,46443,,
blt,46440,,
duty,46431,,
jokowi-jk,46431,,
perserikatan,46431,,
seringnya,46419,,
pemblokiran,46417,,
controller,46409,,
erosi,46405,,
citilink,46400,,
seven,46390,,
ishak,46385,,
tracking,46383,,
millenial,46379,,
ahsan,46367,,
retina,46344,,
spesimen,46338,,
ps4,46318,,
kontekstual,46313,,
performanya,46310,,
sisa-sisa,46308,,
graphics,46300,,
intoleransi,46291,,
florida,46251,,
brake,46247,,
layarnya,46241,,
keprihatinan,46234,,
dinasti,46231,,
mia,46219,,
mempekerjakan,46218,,
gaga,46209,,
denim,46206,,
gantikan,46206,,
tulisnya,46206,,
lukis,46205,,
utilitas,46196,,
disdukcapil,46190,,
exe,46190,,
stream,46187,,
pengereman,46183,,
exit,46176,,
methods,46169,,
suites,46156,,
islandia,46152,,
kelopak,46138,,
pendidikannya,46133,,
task,46126,,
pemerkosaan,46125,,
wardah,46122,,
agnez,46121,,
danang,46121,,
muenchen,46115,,
kis,46109,,
biskuit,46106,,
lalat,46102,,
ma’ruf,46094,,
merangkum,46093,,
pelantun,46091,,
trs,46082,,
testi,46066,,
dicantumkan,46064,,
snorkeling,46061,,
penguat,46060,,
mendekat,46055,,
patch,46038,,
membingungkan,46010,,
istanbul,46007,,
kolaka,46007,,
matikan,46007,,
rusa,46004,,
kutim,46002,,
remisi,46000,,
phase,45985,,
floor,45980,,
torehan,45969,,
anterior,45965,,
dagingnya,45961,,
sukar,45928,,
penghambat,45922,,
sinus,45921,,
orangutan,45917,,
menanjak,45914,,
budak,45913,,
satker,45888,,
kolagen,45881,,
waskita,45870,,
bg,45858,,
ahy,45857,,
yasonna,45837,,
retensi,45826,,
majapahit,45821,,
bubar,45818,,
testimoni,45817,,
p1,45813,,
closed,45811,,
kompleksitas,45805,,
resolution,45804,,
diriku,45802,,
sf,45798,,
mainnya,45793,,
ronald,45790,,
mengimbangi,45789,,
linkedin,45786,,
bangli,45785,,
foreign,45784,,
aid,45767,,
diuntungkan,45767,,
tamiang,45760,,
rp200,45755,,
lb,45751,,
dinsos,45742,,
kelamaan,45741,,
siliwangi,45736,,
jalak,45734,,
instant,45732,,
pemantau,45732,,
terbuang,45730,,
samsul,45726,,
menonjolkan,45716,,
ole,45702,,
mangkuk,45697,,
diary,45691,,
persibo,45691,,
direkam,45682,,
month2,45665,,
bernafas,45663,,
berkeringat,45662,,
kesegaran,45660,,
aprilia,45655,,
records,45643,,
duga,45639,,
merger,45639,,
ditanggapi,45633,,
jambore,45630,,
pelarangan,45628,,
hotspot,45617,,
totalnya,45614,,
sekiranya,45613,,
halangan,45611,,
administration,45605,,
jamil,45590,,
jason,45585,,
rp13,45579,,
dipandu,45561,,
refleks,45561,,
moratorium,45557,,
diagnostik,45554,,
kudeta,45552,,
ketiak,45548,,
dslr,45546,,
sekadau,45543,,
lepaskan,45533,,
female,45521,,
giri,45516,,
soundtrack,45516,,
bagaimanakah,45515,,
matrix,45509,,
leluhur,45502,,
menginstruksikan,45502,,
andhika,45501,,
artha,45497,,
akademika,45494,,
kilat,45492,,
nemu,45486,,
dicairkan,45468,,
sugar,45447,,
scientific,45442,,
didunia,45427,,
terfokus,45411,,
umurnya,45410,,
mengadu,45409,,
panjat,45407,,
saudaranya,45405,,
byk,45401,,
crop,45349,,
lampau,45349,,
abbas,45347,,
bersentuhan,45347,,
hajar,45347,,
memberinya,45344,,
farid,45339,,
kyai,45339,,
kekurangannya,45331,,
jpu,45309,,
nafkah,45306,,
tertata,45306,,
fighter,45305,,
superman,45305,,
circuit,45303,,
ara,45299,,
kotim,45297,,
penggalian,45293,,
snsd,45293,,
glory,45284,,
palapa,45284,,
ganggu,45283,,
bangkai,45278,,
dlh,45273,,
berteknologi,45244,,
omega,45235,,
gameplay,45234,,
vlog,45229,,
monggo,45222,,
put,45220,,
ditekankan,45219,,
iga,45215,,
irisan,45211,,
pluit,45209,,
kolektor,45206,,
sahamnya,45196,,
semeru,45194,,
harianjogja,45179,,
hernia,45175,,
afektif,45173,,
faktual,45172,,
insert,45170,,
oc,45165,,
rangga,45165,,
kamal,45158,,
udin,45154,,
tkn,45152,,
theater,45151,,
flashdisk,45147,,
excellent,45141,,
kesakitan,45136,,
zebra,45135,,
komponen-komponen,45131,,
adipura,45109,,
waterproof,45105,,
berkeinginan,45101,,
anniversary,45098,,
artificial,45096,,
britania,45092,,
anfield,45085,,
dikeluhkan,45075,,
lateral,45068,,
melesat,45068,,
berinisiatif,45063,,
geometri,45061,,
upayakan,45054,,
luxury,45052,,
teacher,45049,,
menurutku,45047,,
wings,45042,,
berjalan-jalan,45039,,
evaluation,45036,,
kebisingan,45033,,
gengsi,45031,,
ortu,45031,,
mendiang,45020,,
musti,45009,,
syaiful,45006,,
batalyon,45000,,
pendapatnya,44996,,
gejalanya,44992,,
rawit,44992,,
berapi,44968,,
esensi,44968,,
wine,44968,,
aduan,44967,,
ax,44965,,
dalem,44959,,
batavia,44953,,
deviasi,44947,,
stick,44945,,
disertasi,44941,,
andalannya,44937,,
spasi,44937,,
gaul,44925,,
martial,44921,,
ngerasa,44921,,
oksidasi,44916,,
pvc,44908,,
geger,44906,,
bising,44905,,
teken,44899,,
regency,44898,,
ventrikel,44896,,
ibis,44890,,
lovebird,44887,,
saint-germain,44887,,
rtrw,44873,,
hery,44868,,
citizen,44866,,
mobilisasi,44860,,
pemberontakan,44858,,
antre,44805,,
contest,44799,,
konselor,44795,,
pie,44795,,
fiorentina,44792,,
beyond,44789,,
suaka,44781,,
lempar,44774,,
materials,44748,,
french,44747,,
disebarkan,44744,,
jane,44744,,
sarolangun,44738,,
artikelnya,44732,,
kemana-mana,44729,,
kulonprogo,44724,,
lebong,44719,,
lewati,44716,,
mutakhir,44695,,
mempererat,44693,,
saat-saat,44693,,
wamena,44687,,
pendinginan,44684,,
merevisi,44679,,
koster,44678,,
berperang,44675,,
s8,44673,,
antasari,44672,,
menyeramkan,44658,,
apa2,44657,,
eni,44655,,
mentor,44652,,
seakan-akan,44652,,
nostalgia,44639,,
paste,44638,,
tanjungbalai,44632,,
nadia,44624,,
sepang,44624,,
pst,44621,,
bertingkat,44616,,
dashboard,44616,,
lost,44615,,
baut,44614,,
enrekang,44605,,
manuver,44605,,
e-learning,44595,,
npwp,44578,,
pppk,44573,,
berkepentingan,44562,,
diekspor,44550,,
artistik,44547,,
parts,44546,,
cendana,44544,,
digerakkan,44541,,
laksana,44535,,
condition,44534,,
identitasnya,44524,,
resesi,44524,,
pembantaian,44517,,
celebrity,44512,,
pergub,44508,,
gemstone,44496,,
tinja,44496,,
dikerahkan,44495,,
within,44495,,
facial,44492,,
perpecahan,44483,,
nipis,44482,,
advance,44477,,
barusan,44474,,
memasok,44470,,
does,44462,,
adrenalin,44461,,
mantra,44458,,
blusukan,44440,,
bergambar,44427,,
teritorial,44418,,
zombie,44414,,
bersuara,44413,,
evil,44407,,
jurnalisme,44402,,
sleep,44393,,
tetangganya,44393,,
terencana,44382,,
prakiraan,44378,,
diwilayah,44376,,
roni,44376,,
dohc,44367,,
mengobrol,44348,,
sukarno,44343,,
crime,44342,,
ci,44332,,
period,44322,,
premiere,44320,,
strip,44302,,
faculty,44300,,
madinah,44274,,
diposkan,44272,,
kta,44271,,
situmorang,44263,,
deadline,44262,,
feses,44262,,
kredibilitas,44260,,
menayangkan,44253,,
menggalang,44237,,
ketidakmampuan,44217,,
freedom,44215,,
gala,44212,,
tersambung,44212,,
pecahkan,44207,,
imbal,44206,,
shield,44205,,
amati,44204,,
diingatkan,44203,,
penjagaan,44193,,
farm,44188,,
mahar,44183,,
going,44181,,
ditata,44178,,
libya,44159,,
berseragam,44138,,
isuzu,44134,,
diklasifikasikan,44128,,
fingerprint,44128,,
memperkecil,44124,,
hope,44123,,
intake,44118,,
presentation,44115,,
tournament,44113,,
terpanjang,44110,,
pare,44109,,
café,44096,,
wonder,44091,,
diamkan,44090,,
alibaba,44074,,
christie,44065,,
indrawati,44065,,
valverde,44064,,
fasa,44063,,
smartwatch,44058,,
dikawal,44054,,
novita,44051,,
arthur,44043,,
bpkb,44040,,
marzuki,44039,,
domisili,44029,,
antri,44026,,
prestasinya,44021,,
malaka,44019,,
cintanya,44018,,
vila,44017,,
menantikan,44013,,
sebanyak-banyaknya,44012,,
trisakti,44011,,
kediamannya,44009,,
membekali,44007,,
tirai,44002,,
udayana,43995,,
dell,43994,,
digabungkan,43992,,
menuding,43968,,
tegar,43960,,
goals,43950,,
penghalang,43943,,
damage,43927,,
maker,43927,,
desakan,43926,,
bermitra,43912,,
handling,43902,,
beralkohol,43900,,
fesyen,43898,,
partisipatif,43895,,
absensi,43892,,
pingin,43892,,
ut,43890,,
jeep,43888,,
penyakitnya,43885,,
takjil,43885,,
pixabay,43882,,
animal,43863,,
berkaca,43863,,
ditunjang,43863,,
bungo,43859,,
gambir,43856,,
vincent,43856,,
testis,43855,,
berwirausaha,43844,,
kasual,43841,,
modelnya,43835,,
diversifikasi,43834,,
pakde,43834,,
memetakan,43827,,
dina,43820,,
lembur,43817,,
perhari,43809,,
xxi,43809,,
umy,43802,,
sigap,43795,,
ns,43794,,
roa,43791,,
lagian,43789,,
merugi,43777,,
mis,43769,,
menghimpun,43764,,
akhmad,43762,,
lubuklinggau,43761,,
persekutuan,43759,,
abdurrahman,43758,,
drag,43756,,
merepotkan,43756,,
stefano,43751,,
pendahulunya,43740,,
kapolresta,43734,,
against,43716,,
penjajah,43716,,
dlu,43711,,
maverick,43711,,
uc,43709,,
dipa,43708,,
melontarkan,43708,,
didaerah,43703,,
listing,43703,,
manggung,43701,,
kav,43697,,
berdialog,43688,,
hara,43687,,
kompatibel,43687,,
blank,43686,,
saingan,43686,,
motherboard,43673,,
berkenalan,43667,,
pocket,43659,,
pahala,43653,,
kapabilitas,43644,,
sijunjung,43642,,
pal,43637,,
kkm,43614,,
nyambung,43608,,
pelebaran,43607,,
berlakunya,43600,,
gurun,43597,,
klu,43597,,
parawansa,43593,,
pendalaman,43592,,
asesmen,43591,,
memberitakan,43582,,
porsinya,43578,,
kemewahan,43574,,
gowes,43573,,
keguruan,43571,,
mens,43567,,
cleaning,43562,,
kemudi,43556,,
nyenyak,43537,,
pewarta,43536,,
hebatnya,43511,,
parit,43505,,
loyal,43503,,
jibi,43502,,
rerata,43498,,
sembelit,43488,,
tribratanews,43487,,
among,43447,,
