token,occurrences,expected_result,is_interesting
kehamilanperkembangan,59774,,
zaitun,59768,,
batalkan,59755,,
topics,59741,,
sarri,59739,,
sjafri,59735,,
mengorbankan,59727,,
dituding,59718,,
weight,59705,,
kutu,59691,,
spektrum,59690,,
gamat,59689,,
mengisahkan,59670,,
factory,59668,,
ray,59662,,
orang2,59657,,
singkatnya,59629,,
kirimkan,59628,,
memburu,59625,,
menyanyi,59617,,
hape,59600,,
melukis,59597,,
chan,59595,,
imigran,59588,,
dibacakan,59586,,
terbantu,59578,,
memanjang,59557,,
clinic,59536,,
designer,59522,,
dst,59516,,
influence,59501,,
pandan,59463,,
keseruan,59430,,
syahrul,59424,,
riza,59412,,
shihab,59407,,
kumulatif,59401,,
mekar,59393,,
wonderful,59393,,
bkkbn,59377,,
linda,59371,,
wu,59363,,
apaan,59359,,
huda,59353,,
insyaallah,59328,,
memperkaya,59327,,
eric,59309,,
early,59308,,
pepohonan,59306,,
menyantap,59301,,
insinyur,59297,,
salak,59287,,
kawal,59286,,
aktivasi,59270,,
members,59265,,
porno,59261,,
pembangunannya,59259,,
henti,59254,,
heritage,59254,,
explorer,59252,,
disinyalir,59245,,
pusaka,59243,,
selagi,59216,,
bantuannya,59197,,
gigitan,59196,,
hamid,59192,,
hmi,59181,,
rubber,59166,,
kutil,59158,,
penumpukan,59157,,
badak,59153,,
generation,59153,,
eco,59151,,
pencitraan,59138,,
coutinho,59133,,
biodiesel,59121,,
diselamatkan,59110,,
rakyatnya,59107,,
topeng,59083,,
menaiki,59075,,
summer,59074,,
tka,59074,,
galih,59054,,
duri,59051,,
terapan,59032,,
paralel,59025,,
keutuhan,59012,,
denger,59007,,
unnes,59007,,
marketplace,59005,,
karangasem,58996,,
sei,58987,,
signal,58987,,
rangsangan,58978,,
penganggaran,58964,,
alpukat,58946,,
features,58944,,
gong,58941,,
abdi,58931,,
detak,58930,,
laura,58928,,
figure,58923,,
runner,58923,,
dilangsungkan,58917,,
kompetitor,58916,,
beresolusi,58913,,
gambarnya,58908,,
penghormatan,58902,,
setelan,58887,,
pranowo,58878,,
gesekan,58871,,
electronics,58863,,
iss,58857,,
menginstal,58855,,
loket,58849,,
serdang,58848,,
penatalaksanaan,58842,,
pasrah,58840,,
lawannya,58783,,
crash,58782,,
bm,58773,,
bercerai,58772,,
wira,58749,,
plafon,58741,,
eprint,58738,,
chevrolet,58731,,
kasta,58726,,
mentega,58720,,
mendoakan,58715,,
geofisika,58704,,
wasir,58702,,
pribumi,58695,,
bagi-bagi,58670,,
ultimate,58668,,
mako,58665,,
framework,58656,,
bangsa-bangsa,58647,,
antariksa,58645,,
bermimpi,58618,,
kehadirannya,58610,,
pemandian,58602,,
pkn,58601,,
protected,58593,,
kromosom,58591,,
ibrahimovic,58585,,
beranggotakan,58558,,
pegiat,58550,,
mimika,58547,,
warnet,58539,,
cendol,58533,,
ptpn,58499,,
dateng,58492,,
mempersembahkan,58483,,
every,58452,,
terhormat,58442,,
meragukan,58434,,
costa,58425,,
backup,58422,,
milk,58417,,
munich,58405,,
husein,58402,,
widget,58396,,
ribut,58381,,
tiroid,58379,,
doktersubject,58369,,
justice,58366,,
strategic,58362,,
tira,58349,,
fernando,58343,,
lantamal,58339,,
panjaitan,58336,,
kesembuhan,58310,,
gbk,58300,,
bull,58294,,
incaran,58290,,
sharp,58289,,
perhotelan,58283,,
tawa,58279,,
diving,58271,,
dibiayai,58264,,
diler,58261,,
abdomen,58257,,
quot,58255,,
tim-tim,58252,,
sutrisno,58250,,
tampilannya,58241,,
peralihan,58226,,
terburu-buru,58215,,
deep,58212,,
berteman,58211,,
cp,58205,,
mikroorganisme,58197,,
kejayaan,58189,,
pbi,58189,,
tukas,58186,,
du,58182,,
bentang,58159,,
pemanggilan,58146,,
kick,58135,,
uterus,58109,,
ambulans,58106,,
dilapangan,58098,,
rp50,58097,,
lukas,58096,,
middle,58088,,
neraka,58069,,
responses,58059,,
dipulangkan,58055,,
berurusan,58048,,
marine,58046,,
peace,58018,,
terkoneksi,58016,,
opera,58008,,
lia,58002,,
mania,57972,,
ogah,57966,,
dihelat,57963,,
carlos,57962,,
menggeser,57960,,
johnny,57941,,
penajam,57933,,
resistensi,57915,,
reksadana,57914,,
ventilasi,57911,,
menyandang,57907,,
lukaku,57891,,
pengrajin,57889,,
terlahir,57864,,
pensiunan,57852,,
kotabaru,57846,,
mengincar,57846,,
rasul,57837,,
bapa,57823,,
nyoba,57813,,
cintai,57799,,
river,57798,,
rempah,57796,,
terawat,57772,,
beresiko,57766,,
kesukaan,57760,,
r15,57746,,
benci,57728,,
hye,57723,,
kompresi,57721,,
minor,57721,,
advanced,57699,,
peer,57695,,
hti,57690,,
tanggul,57683,,
adsense,57679,,
nick,57674,,
tisu,57659,,
judulnya,57650,,
salmon,57636,,
nanang,57629,,
ongkir,57605,,
mengintegrasikan,57604,,
jennifer,57600,,
negative,57591,,
lhokseumawe,57578,,
kebutuhannya,57560,,
datsun,57552,,
lead,57548,,
lobster,57530,,
e3,57522,,
gap,57518,,
lewatkan,57510,,
mengomentari,57488,,
yap,57485,,
dedy,57481,,
pengolah,57469,,
bondowoso,57448,,
anak2,57431,,
inews,57431,,
could,57426,,
idi,57420,,
dinihari,57417,,
programmer,57412,,
too,57401,,
c1,57388,,
memperhitungkan,57385,,
primary,57376,,
fuel,57372,,
activities,57365,,
kerbau,57354,,
sekeliling,57352,,
menpar,57342,,
dn,57341,,
maag,57338,,
gabah,57337,,
statistika,57307,,
skb,57295,,
gardu,57285,,
obor,57278,,
terserah,57275,,
aksen,57273,,
bangkrut,57268,,
suryo,57261,,
asih,57256,,
memposting,57256,,
melayang,57234,,
rekrut,57234,,
kemakmuran,57226,,
ibunda,57222,,
bagai,57218,,
jupiter,57214,,
warning,57212,,
menyambangi,57205,,
fluida,57204,,
featured,57151,,
pembekuan,57149,,
finlandia,57144,,
untuknya,57141,,
pencetak,57129,,
loe,57120,,
rejeki,57106,,
buntu,57070,,
pengidap,57069,,
radius,57066,,
dirujuk,57058,,
omzet,57047,,
meta,57045,,
abk,57044,,
vision,57044,,
pendorong,57036,,
membintangi,57030,,
takdir,57025,,
dibarengi,57024,,
kliennya,57020,,
nyanyi,57013,,
mengedit,56995,,
pokja,56990,,
kaidah,56989,,
visits,56981,,
hour,56980,,
netter,56973,,
sintetis,56972,,
htm,56965,,
keistimewaan,56948,,
boys,56945,,
setoran,56942,,
ruam,56926,,
wang,56918,,
plate,56914,,
notabene,56910,,
nida,56885,,
dampingi,56879,,
reset,56877,,
dikenai,56876,,
monaco,56864,,
nanah,56854,,
flagship,56852,,
mining,56849,,
bd,56846,,
different,56846,,
berkarakter,56837,,
ketagihan,56836,,
rp500,56823,,
legislator,56822,,
positive,56821,,
alt,56801,,
mensosialisasikan,56801,,
yunus,56798,,
blade,56795,,
luasnya,56795,,
memanas,56794,,
zte,56790,,
tip,56788,,
ump,56788,,
mencium,56779,,
probabilitas,56779,,
persembahan,56778,,
pemrosesan,56776,,
galaksi,56768,,
penyuluh,56765,,
koto,56762,,
src,56731,,
civil,56728,,
instrument,56725,,
doakan,56700,,
urus,56697,,
ke-5,56696,,
menganjurkan,56696,,
perburuan,56690,,
infus,56686,,
cache,56670,,
him,56662,,
lokakarya,56656,,
digoreng,56654,,
janganlah,56641,,
bergaul,56639,,
sirih,56637,,
talent,56635,,
sekuel,56630,,
tilang,56630,,
pengorbanan,56628,,
perdesaan,56621,,
ne,56620,,
perekaman,56613,,
dibikin,56607,,
zainal,56604,,
kalung,56602,,
malem,56601,,
pemberlakuan,56595,,
rep,56589,,
external,56584,,
exhibition,56563,,
maharani,56559,,
memonitor,56550,,
betis,56541,,
malahan,56540,,
navy,56536,,
civitas,56532,,
terms,56513,,
menghiasi,56511,,
jurus,56505,,
kapita,56483,,
fantasi,56480,,
integral,56468,,
soul,56459,,
dead,56453,,
mv,56441,,
santo,56439,,
berbohong,56426,,
ultah,56426,,
moge,56409,,
strap,56403,,
membiasakan,56394,,
gmt,56390,,
busa,56389,,
mirzani,56366,,
riding,56362,,
beruang,56341,,
asuhnya,56334,,
photography,56334,,
karnaval,56322,,
japanese,56317,,
kearsipan,56312,,
sepihak,56304,,
malaikat,56303,,
safe,56303,,
targetnya,56301,,
bernegara,56298,,
tudingan,56276,,
syaratnya,56268,,
malware,56261,,
xml,56258,,
ride,56256,,
fixed,56250,,
lebah,56239,,
regular,56227,,
blokir,56217,,
serambi,56210,,
sanjaya,56199,,
bercanda,56184,,
nik,56179,,
prematur,56170,,
merchant,56164,,
scene,56157,,
pemirsa,56148,,
ipk,56133,,
1st,56111,,
kunjungannya,56111,,
membenahi,56104,,
dikelompokkan,56103,,
selects,56101,,
bullying,56099,,
sebisa,56097,,
alan,56095,,
mengulas,56089,,
ketidak,56082,,
berhijab,56081,,
spektakuler,56072,,
grobogan,56063,,
understanding,56062,,
keraguan,56060,,
geram,56057,,
diupayakan,56055,,
sembarang,56053,,
menyedihkan,56047,,
renault,56045,,
audiensi,56043,,
kenikmatan,56041,,
ramos,56017,,
lumpuh,55993,,
klub-klub,55986,,
pringsewu,55981,,
kurma,55973,,
t-shirt,55971,,
mukosa,55962,,
projects,55962,,
lumia,55947,,
mendunia,55937,,
campaign,55935,,
unpad,55930,,
ssd,55918,,
kembung,55907,,
bimtek,55893,,
serbaguna,55879,,
berkepanjangan,55876,,
berimbas,55860,,
pertemanan,55856,,
ian,55842,,
bertandang,55839,,
motorola,55829,,
unggas,55785,,
pornografi,55780,,
pemutusan,55773,,
merpati,55761,,
kemoterapi,55741,,
benak,55738,,
curanmor,55736,,
rri,55729,,
sumbang,55716,,
kasian,55701,,
kestabilan,55690,,
terbebas,55686,,
sketsa,55682,,
integrated,55652,,
amazing,55644,,
mentawai,55636,,
kejam,55630,,
ict,55601,,
england,55595,,
berpose,55589,,
permodalan,55583,,
citarum,55582,,
licensing,55581,,
dicanangkan,55559,,
muri,55559,,
berbalik,55556,,
sandra,55554,,
tamat,55549,,
ye,55548,,
let,55540,,
kebenarannya,55530,,
yerusalem,55526,,
hotel-hotel,55519,,
arang,55516,,
pelapor,55515,,
mengonfirmasi,55507,,
inklusif,55499,,
semudah,55498,,
nak,55487,,
capacity,55482,,
sampul,55480,,
ipda,55479,,
maia,55467,,
bercak,55462,,
berbenah,55461,,
corak,55461,,
klhk,55461,,
kepergian,55456,,
dewata,55450,,
memalukan,55444,,
perusahan,55436,,
pelatnas,55428,,
healthy,55425,,
devi,55414,,
teringat,55396,,
tetaplah,55393,,
hide,55391,,
tersaji,55381,,
kontributor,55380,,
texas,55372,,
flight,55330,,
tante,55317,,
values,55317,,
meresahkan,55314,,
fisiknya,55312,,
teuku,55311,,
nations,55300,,
postpost,55295,,
terakhirdari,55294,,
topicdikunjungitotal,55268,,
own,55266,,
include,55263,,
tersentuh,55254,,
purna,55252,,
kapitalisme,55251,,
ocean,55251,,
sanggar,55244,,
pedalaman,55226,,
beraneka,55221,,
perkumpulan,55221,,
memperlambat,55214,,
forumjudul,55210,,
agan2,55208,,
dt,55197,,
berduka,55192,,
mapan,55185,,
penggeledahan,55182,,
dibayangkan,55172,,
komputasi,55151,,
doyan,55137,,
setyo,55125,,
bros,55121,,
programming,55121,,
communications,55119,,
garasi,55110,,
b3,55108,,
mengakomodasi,55105,,
kopassus,55096,,
pucat,55092,,
tumpang,55080,,
entri,55073,,
bikers,55061,,
penjaringan,55054,,
pengunduran,55048,,
innovation,55041,,
rencanakan,55038,,
sektoral,55027,,
m1,55023,,
kenalan,55014,,
menangkal,55006,,
perampok,55006,,
mudahnya,54995,,
union,54990,,
jalin,54980,,
edu,54977,,
anus,54955,,
round,54951,,
yellow,54946,,
politis,54944,,
muba,54943,,
yuli,54930,,
meditasi,54929,,
bruno,54926,,
nam,54920,,
fu,54905,,
diblokir,54899,,
yuni,54898,,
mendidih,54885,,
dilan,54882,,
bayam,54874,,
kaset,54867,,
mask,54856,,
tap,54855,,
menjaring,54847,,
gorengan,54844,,
menyukseskan,54844,,
rambutnya,54826,,
economics,54825,,
purwanto,54821,,
tbc,54793,,
sector,54776,,
jawara,54775,,
gamelan,54763,,
increase,54750,,
tertahan,54743,,
pemutaran,54740,,
ampun,54738,,
waris,54735,,
jackson,54734,,
diantar,54714,,
grace,54707,,
cialis,54672,,
privacy,54661,,
volt,54656,,
dhuafa,54652,,
pertama-tama,54652,,
menjauh,54651,,
kekeluargaan,54647,,
kemenperin,54639,,
major,54632,,
dikenali,54625,,
duren,54608,,
bermalam,54603,,
terindah,54571,,
spider-man,54567,,
kobayogas,54566,,
m²,54549,,
pernikahannya,54529,,
paroki,54519,,
percuma,54515,,
pengajian,54511,,
kembalinya,54506,,
nurani,54504,,
hasilkan,54502,,
pestisida,54500,,
pengangkut,54498,,
cite,54482,,
penggalangan,54482,,
awasi,54474,,
factors,54459,,
keesokan,54458,,
memeluk,54455,,
ite,54449,,
manipulasi,54444,,
rada,54433,,
mmhg,54426,,
disuguhkan,54420,,
ke-13,54411,,
negri,54398,,
difungsikan,54393,,
kane,54393,,
loker,54389,,
mlm,54378,,
dananya,54368,,
monopoli,54367,,
kram,54350,,
laos,54350,,
telaga,54338,,
jajan,54331,,
minang,54330,,
mulya,54325,,
fenomenal,54322,,
trust,54306,,
mencerahkan,54301,,
meninggalnya,54294,,
kelakuan,54293,,
chocolate,54287,,
nahrawi,54285,,
prambanan,54281,,
kedelapan,54279,,
already,54270,,
marathon,54268,,
nikel,54261,,
bazar,54260,,
debutnya,54259,,
it’s,54255,,
fleksibilitas,54251,,
bandarlampung,54235,,
nato,54233,,
oxford,54231,,
sebabkan,54226,,
erlangga,54219,,
peru,54206,,
martabak,54203,,
vallen,54203,,
pengungsian,54191,,
reader,54191,,
beritajatim,54181,,
glenn,54175,,
pawai,54151,,
words,54148,,
bangkapos,54133,,
terlatih,54132,,
32gb,54129,,
lord,54127,,
perhimpunan,54117,,
terpuji,54114,,
segan,54111,,
frans,54098,,
dieng,54074,,
dangkal,54071,,
isyarat,54054,,
diangkut,54052,,
environmental,54050,,
diapresiasi,54049,,
fotokopi,54044,,
terjaring,54035,,
tersingkir,54035,,
brutal,54031,,
hidayatullah,54016,,
kyoto,54002,,
cashback,53991,,
mengecam,53991,,
warna-warna,53987,,
summit,53977,,
nano,53973,,
habiskan,53938,,
penyelundupan,53935,,
fat,53907,,
penyumbang,53883,,
expert,53874,,
terharu,53873,,
masi,53871,,
hilangkan,53870,,
munir,53869,,
sosialnya,53856,,
bentuk-bentuk,53845,,
difasilitasi,53840,,
emirat,53825,,
al-qur’an,53822,,
agnes,53810,,
ferdinand,53799,,
korps,53789,,
persik,53782,,
kebayoran,53781,,
tumbuhnya,53780,,
memperlakukan,53776,,
nara,53776,,
lesu,53775,,
fikri,53765,,
nasihat,53761,,
mesjid,53757,,
pantang,53753,,
sedekah,53750,,
mx,53747,,
complete,53745,,
ch,53730,,
kisahnya,53725,,
terkontrol,53716,,
penjajahan,53715,,
belok,53700,,
nana,53679,,
apotik,53674,,
mengagumkan,53667,,
esai,53660,,
fjb,53650,,
pusar,53639,,
bt,53637,,
restrukturisasi,53633,,
usung,53632,,
exclusive,53631,,
disangka,53626,,
kerang,53606,,
memperlancar,53591,,
sita,53581,,
raharja,53575,,
maunya,53557,,
philips,53556,,
bertemakan,53555,,
memetik,53555,,
eden,53533,,
strata,53522,,
finishing,53520,,
meet,53516,,
livescore,53505,,
kakaknya,53497,,
membidik,53493,,
stigma,53488,,
implementation,53482,,
untukmu,53472,,
ken,53465,,
mengintip,53454,,
ranperda,53454,,
lem,53447,,
gratifikasi,53445,,
rss,53428,,
auditorium,53420,,
alluploadsign,53419,,
musicbrowse,53419,,
akhlak,53418,,
estrogen,53414,,
vakum,53414,,
turbin,53384,,
keatas,53383,,
keberlangsungan,53383,,
subroto,53379,,
aurel,53376,,
dilarikan,53376,,
gunanya,53362,,
dinner,53359,,
ludes,53359,,
kerumunan,53353,,
garap,53349,,
rp6,53335,,
bicarakan,53333,,
kusam,53333,,
dicurigai,53324,,
genset,53324,,
mahluk,53324,,
syarat-syarat,53299,,
wales,53299,,
adopsi,53298,,
dimulainya,53297,,
mencurigakan,53297,,
kekompakan,53292,,
trimester,53292,,
dipungut,53273,,
selayaknya,53273,,
idn,53261,,
terpakai,53249,,
toko-toko,53228,,
pengirim,53227,,
dipenjara,53220,,
mandarin,53218,,
primadona,53215,,
terakreditasi,53213,,
basri,53205,,
saudara-saudara,53195,,
langsa,53189,,
mikroba,53188,,
tanggung-tanggung,53185,,
pemasyarakatan,53184,,
membengkak,53183,,
mahir,53182,,
imunitas,53159,,
kap,53158,,
did,53144,,
pemodelan,53139,,
perputaran,53127,,
amdal,53120,,
plastic,53091,,
dilupakan,53071,,
megapolitan,53063,,
thu,53060,,
gampong,53057,,
psikis,53056,,
diaktifkan,53054,,
rp14,53043,,
brian,53030,,
berpenghasilan,53018,,
addictuserid,53013,,
dianggarkan,52999,,
gara2,52997,,
plugin,52997,,
tunas,52997,,
coronavirus,52993,,
gugat,52991,,
inner,52989,,
diantisipasi,52985,,
orgasme,52983,,
assets,52965,,
willy,52961,,
cooking,52956,,
jonathan,52956,,
attack,52952,,
peti,52942,,
supervisor,52941,,
kesepian,52913,,
gagah,52910,,
allegri,52909,,
berganda,52894,,
handle,52891,,
oranye,52879,,
datangkan,52875,,
ooredoo,52868,,
sombong,52868,,
andal,52865,,
emergency,52859,,
mission,52857,,
atlit,52848,,
kanak-kanak,52843,,
won,52843,,
hs,52835,,
dicintai,52831,,
applied,52814,,
darinya,52814,,
agreement,52813,,
locale,52813,,
mencobanya,52809,,
dituliskan,52803,,
diprioritaskan,52792,,
alexis,52787,,
tue,52785,,
bppt,52784,,
perlambatan,52778,,
pemusatan,52773,,
miller,52770,,
lesshttps,52767,,
preferensi,52767,,
dilema,52744,,
diberhentikan,52741,,
audi,52739,,
ik,52739,,
disutradarai,52734,,
pdrb,52712,,
uptd,52706,,
cotton,52700,,
campak,52698,,
klb,52682,,
laporannya,52675,,
karen,52654,,
legalitas,52640,,
sambangi,52635,,
nagita,52633,,
pelanggannya,52628,,
trims,52617,,
distro,52601,,
etis,52558,,
sumadi,52554,,
percontohan,52547,,
kriminalitas,52544,,
takkan,52526,,
both,52524,,
session,52523,,
significant,52497,,
mendasari,52489,,
desentralisasi,52480,,
terindikasi,52456,,
mengedukasi,52438,,
during,52433,,
menggugah,52431,,
sampingan,52431,,
swasembada,52431,,
disetiap,52430,,
adem,52429,,
menghina,52428,,
slow,52424,,
dipelihara,52411,,
pencalonan,52411,,
baliho,52407,,
sean,52394,,
diperluas,52378,,
billboard,52377,,
mapolda,52376,,
insurance,52372,,
tempered,52372,,
memo,52367,,
senapan,52365,,
s-1,52362,,
ujaran,52354,,
microsd,52353,,
cheese,52352,,
princess,52348,,
barbie,52341,,
terputus,52340,,
manusiawi,52335,,
endapan,52327,,
empedu,52322,,
ke-6,52319,,
merapat,52319,,
bagaikan,52314,,
griya,52314,,
pesiar,52314,,
pages,52313,,
meng,52309,,
partisipan,52306,,
pori-pori,52299,,
karat,52295,,
paskah,52289,,
lantik,52288,,
pengasuh,52284,,
mancing,52283,,
terjerat,52274,,
bermuatan,52273,,
soal-soal,52272,,
berwujud,52268,,
saint,52263,,
normalisasi,52261,,
melunasi,52248,,
forward,52240,,
upaya-upaya,52238,,
koroner,52225,,
mhz,52222,,
