token,occurrences,expected_result,is_interesting
erina,2529,,
flicker,2529,,
henrik,2529,,
iggy,2529,,
jadid,2529,,
klinsmann,2529,,
lppf,2529,,
mhc,2529,,
pa2,2529,,
penggeseran,2529,,
renah,2529,,
tcs,2529,,
tdup,2529,,
waterproofing,2529,,
abdulgani,2528,,
ajibata,2528,,
ariya,2528,,
bersih2,2528,,
diumpamakan,2528,,
erythromycin,2528,,
harvester,2528,,
hasjim,2528,,
herdy,2528,,
jatisampurna,2528,,
khoiriyah,2528,,
marianne,2528,,
medialampung,2528,,
poniman,2528,,
realestat,2528,,
sukomoro,2528,,
talksport,2528,,
tamuntuan,2528,,
apsari,2527,,
dansk,2527,,
dialek-dialek,2527,,
diindikasi,2527,,
ec2,2527,,
intersection,2527,,
kts,2527,,
nuryadin,2527,,
nyamanan,2527,,
paredes,2527,,
pekabaran,2527,,
rivaldy,2527,,
skyactiv,2527,,
sudijono,2527,,
terhalangi,2527,,
terusin,2527,,
alkoholisme,2526,,
critically,2526,,
didistribusi,2526,,
diingkari,2526,,
elviana,2526,,
fehling,2526,,
globaltv,2526,,
jee,2526,,
kelambanan,2526,,
kotabunan,2526,,
lenyapnya,2526,,
mengorder,2526,,
mengucek,2526,,
n-asm,2526,,
ord,2526,,
protocols,2526,,
reis,2526,,
rka-k,2526,,
sblh,2526,,
spear,2526,,
uw,2526,,
angkur,2525,,
arrows,2525,,
habiburrahman,2525,,
kemiripannya,2525,,
manjakani,2525,,
oxy,2525,,
rebuild,2525,,
senggarang,2525,,
suka2,2525,,
tjahya,2525,,
treknya,2525,,
aktifitas-aktifitas,2524,,
authenticity,2524,,
baamang,2524,,
berjaket,2524,,
eof,2524,,
ftf,2524,,
ganjing,2524,,
lipit,2524,,
meningeal,2524,,
pandanwangi,2524,,
revenant,2524,,
termaju,2524,,
ujud,2524,,
ayodance,2523,,
genki,2523,,
gte,2523,,
karung12,2523,,
kepsul,2523,,
kuhn,2523,,
meliuk,2523,,
nurburgring,2523,,
rantainya,2523,,
ripcurl,2523,,
terkotor,2523,,
tulude,2523,,
yahoo1,2523,,
artikel2,2522,,
beritakebumen,2522,,
embraer,2522,,
fanfiction,2522,,
gothenburg,2522,,
haripundi,2522,,
ikma,2522,,
malampotretsigifokuspatrolikontesmantan,2522,,
mendefenisikan,2522,,
meroketnya,2522,,
puna,2522,,
superpower,2522,,
suzana,2522,,
thaher,2522,,
therapi,2522,,
wheelie,2522,,
2010by,2521,,
6-percepatan,2521,,
fesbuk,2521,,
herdian,2521,,
ledo,2521,,
masyarakan,2521,,
panggungrejo,2521,,
peresapan,2521,,
permenkeu,2521,,
pesonaindonesia,2521,,
regen,2521,,
rompies,2521,,
thornton,2521,,
umbra,2521,,
undang2,2521,,
abr,2520,,
berfasilitas,2520,,
cileunca,2520,,
eross,2520,,
homozigot,2520,,
indriana,2520,,
ketidakkonsistenan,2520,,
lpju,2520,,
mamonto,2520,,
pancurbatu,2520,,
plush,2520,,
rdbms,2520,,
rp78,2520,,
self-driving,2520,,
shortfall,2520,,
tangisannya,2520,,
tess,2520,,
trigol,2520,,
adjuster,2519,,
andie,2519,,
bkpsdmd,2519,,
boli,2519,,
d'essentials,2519,,
debatbola,2519,,
fullwidth,2519,,
gp18,2519,,
hunters,2519,,
inkindo,2519,,
kasdi,2519,,
kasemen,2519,,
khusyu,2519,,
lauk-pauk,2519,,
mns,2519,,
obligor,2519,,
popper,2519,,
pprg,2519,,
stasis,2519,,
suai,2519,,
baud,2518,,
berwiraswasta,2518,,
brong,2518,,
dolor,2518,,
ghosts,2518,,
hasballah,2518,,
mengejutkannya,2518,,
ngedak,2518,,
otak-atik,2518,,
paru2,2518,,
ppip,2518,,
teman-temanya,2518,,
aachen,2517,,
amphuri,2517,,
babbage,2517,,
balashapustambahkan,2517,,
bayesian,2517,,
bernat,2517,,
bogoronline,2517,,
dikurang,2517,,
guadalajara,2517,,
hidrogenasi,2517,,
hipertropi,2517,,
mencangkul,2517,,
mugabe,2517,,
nasya,2517,,
pemasteran,2517,,
pemberangusan,2517,,
scb,2517,,
tamwil,2517,,
bosku,2516,,
cendolin,2516,,
goblet,2516,,
keningnya,2516,,
lapo,2516,,
menampungnya,2516,,
optics,2516,,
potion,2516,,
rp67,2516,,
sempol,2516,,
shirts,2516,,
spool,2516,,
stops,2516,,
suarajogja,2516,,
trotsky,2516,,
aymeric,2515,,
dikemukakannya,2515,,
folklor,2515,,
grafir,2515,,
lester,2515,,
lheue,2515,,
minuman-minuman,2515,,
naf,2515,,
nge-game,2515,,
ngeres,2515,,
nika,2515,,
punti,2515,,
salinity,2515,,
sata3,2515,,
sovenir,2515,,
ambilkan,2514,,
dll12,2514,,
frontend,2514,,
gunjingan,2514,,
kissparry,2514,,
licence,2514,,
marahin,2514,,
ngandong,2514,,
palguna,2514,,
pandean,2514,,
raihlah,2514,,
sadli,2514,,
staggering,2514,,
sulutaktual,2514,,
terjelek,2514,,
basori,2513,,
baterenya,2513,,
csm,2513,,
ekstrimitas,2513,,
entomologi,2513,,
flooding,2513,,
glasial,2513,,
headunit,2513,,
jemu,2513,,
lkbb,2513,,
martian,2513,,
petersen,2513,,
restock,2513,,
rusda,2513,,
slma,2513,,
tunneling,2513,,
broth,2512,,
childish,2512,,
classifier,2512,,
evergrande,2512,,
helvetica,2512,,
intercultural,2512,,
jrg,2512,,
juana,2512,,
krebet,2512,,
me-refresh,2512,,
taktiknya,2512,,
witel,2512,,
asbestos,2511,,
bangku-bangku,2511,,
bergonta-ganti,2511,,
bivariate,2511,,
brandenburg,2511,,
c18,2511,,
dimutasikan,2511,,
dkr,2511,,
eastwood,2511,,
mengalungkan,2511,,
mercedez,2511,,
nanjung,2511,,
panoramanya,2511,,
pdc,2511,,
qcc,2511,,
report-answer-modal,2511,,
report-answer-wrapper,2511,,
saiya,2511,,
skripal,2511,,
suaidi,2511,,
wea,2511,,
wengi,2511,,
abuja,2510,,
berdasrkan,2510,,
bratislava,2510,,
dioperasikannya,2510,,
masani,2510,,
mckenzie,2510,,
mcleod,2510,,
mouly,2510,,
sengeti,2510,,
syahrani,2510,,
tentor,2510,,
anti-muslim,2509,,
cvs,2509,,
diartikel,2509,,
dihapusnya,2509,,
dimintanya,2509,,
fakhrudin,2509,,
kejutannya,2509,,
pataruman,2509,,
retirement,2509,,
rosida,2509,,
semanan,2509,,
ueda,2509,,
vy,2509,,
9jt,2508,,
arabi,2508,,
bdr,2508,,
garbarata,2508,,
gelgel,2508,,
iix,2508,,
macaron,2508,,
muhibbin,2508,,
pilots,2508,,
skolastik,2508,,
umg,2508,,
westbrook,2508,,
zircon,2508,,
berliku-liku,2507,,
boemi,2507,,
dppkb,2507,,
eretan,2507,,
farrell,2507,,
indarti,2507,,
initelah,2507,,
lanta,2507,,
luluskan,2507,,
nganggep,2507,,
pshk,2507,,
suburban,2507,,
sumaryono,2507,,
suryaman,2507,,
umumya,2507,,
5-minute,2506,,
avicenna,2506,,
ekonomik,2506,,
indication,2506,,
irawadi,2506,,
medan-binjai,2506,,
menggertak,2506,,
noop,2506,,
pertanggungjawabkan,2506,,
sicanang,2506,,
tarumajaya,2506,,
tirtomoyo,2506,,
wiradinata,2506,,
alap-alap,2505,,
ambrosius,2505,,
boyo,2505,,
dicampuri,2505,,
ekokardiografi,2505,,
jumat-minggu,2505,,
kedainya,2505,,
modernis,2505,,
penyelanggara,2505,,
permain,2505,,
tapas,2505,,
zomato,2505,,
aai,2504,,
dinamisme,2504,,
diner,2504,,
enzym,2504,,
kakas,2504,,
kilonya,2504,,
leihitu,2504,,
mnews,2504,,
nyuwun,2504,,
perjalananku,2504,,
pertanyaanku,2504,,
pinocchio,2504,,
quadruple,2504,,
setumbu,2504,,
triliyun,2504,,
00recommended,2503,,
berlapang,2503,,
dubois,2503,,
kleptomania,2503,,
kuntjoro,2503,,
mencengkram,2503,,
pamaen,2503,,
rokhim,2503,,
se-sumsel,2503,,
umurku,2503,,
wahana-wahana,2503,,
yusnita,2503,,
a-2,2502,,
battleship,2502,,
goody,2502,,
kdk,2502,,
kisss,2502,,
kubutambahan,2502,,
maracana,2502,,
perpeloncoan,2502,,
spectral,2502,,
spirometri,2502,,
srie,2502,,
sriwidjaja,2502,,
yusa,2502,,
bambanglipuro,2501,,
bapedal,2501,,
bentengi,2501,,
getlast,2501,,
grenade,2501,,
hemorrhagic,2501,,
jongos,2501,,
kerusakan-kerusakan,2501,,
makanmu,2501,,
phr,2501,,
purity,2501,,
sirs,2501,,
utam,2501,,
annelida,2500,,
distinguished,2500,,
gamescom,2500,,
glaze,2500,,
greenfields,2500,,
ldap,2500,,
mengotak-atik,2500,,
monterey,2500,,
nid,2500,,
pkmk,2500,,
rega,2500,,
sampi,2500,,
suroyo,2500,,
turunlah,2500,,
wibawaningsih,2500,,
yonny,2500,,
ampasnya,2499,,
andira,2499,,
berlumur,2499,,
dalu,2499,,
fpbs,2499,,
guguak,2499,,
hagibis,2499,,
heheheheh,2499,,
komentarmu,2499,,
membelikannya,2499,,
millie,2499,,
niti,2499,,
pasupati,2499,,
saar,2499,,
serologis,2499,,
u00a0,2499,,
vonnie,2499,,
winky,2499,,
yasinan,2499,,
40rb,2498,,
aninda,2498,,
asos,2498,,
haddad,2498,,
keperdataan,2498,,
kokap,2498,,
lemonilo,2498,,
mangatasi,2498,,
mengimbuhkan,2498,,
mursid,2498,,
njoto,2498,,
pujiyanto,2498,,
smp-sma,2498,,
stardust,2498,,
swine,2498,,
eco-marathon,2497,,
emot,2497,,
gubernurkaltim,2497,,
kaef,2497,,
karean,2497,,
korslet,2497,,
laparotomi,2497,,
memberitahukannya,2497,,
paguyangan,2497,,
refreshment,2497,,
shinchan,2497,,
yangtidak,2497,,
anti-tank,2496,,
autosomal,2496,,
desperate,2496,,
di-review,2496,,
dipasteurisasi,2496,,
dipatiukur,2496,,
disekat,2496,,
fata,2496,,
mclean,2496,,
popsugar,2496,,
redo,2496,,
upbjj-ut,2496,,
612f469a6ea84f6bae882d2b94a4b421,2495,,
abdurachman,2495,,
anggukan,2495,,
attacker,2495,,
calculus,2495,,
coordinate,2495,,
esofagitis,2495,,
gelper,2495,,
grafitasi,2495,,
hortikulturakehutananperikananperkebunanpertambanganpeternakantanaman,2495,,
itunya,2495,,
ketorolac,2495,,
medanmerdeka,2495,,
mengangkangi,2495,,
nonspesifik,2495,,
sanchi,2495,,
sdb,2495,,
sekarung,2495,,
simpanannya,2495,,
sinchan,2495,,
trf,2495,,
adcock,2494,,
add-ons,2494,,
airflow,2494,,
arengka,2494,,
arginin,2494,,
argumen-argumen,2494,,
bci,2494,,
cahyanti,2494,,
calsium,2494,,
desis,2494,,
eradikasi,2494,,
gul,2494,,
kost-kostan,2494,,
ngerayain,2494,,
sharpe,2494,,
wikidata,2494,,
bennet,2493,,
bimetal,2493,,
chasan,2493,,
makna-makna,2493,,
memaafkannya,2493,,
menyebut-nyebut,2493,,
n8,2493,,
onan,2493,,
penye,2493,,
surprisingly,2493,,
termostat,2493,,
v5i1,2493,,
6bln,2492,,
berda,2492,,
betmen,2492,,
bppkad,2492,,
bratadharma,2492,,
djalilah,2492,,
gereget,2492,,
hadapkan,2492,,
keylogger,2492,,
kromo,2492,,
minarak,2492,,
nonstopnews,2492,,
ppak,2492,,
sipayo,2492,,
tabita,2492,,
tambolaka,2492,,
tng,2492,,
afrianto,2491,,
bluestacks,2491,,
funbike,2491,,
idemitsu,2491,,
ignite,2491,,
menggendongnya,2491,,
nyenengin,2491,,
pemerian,2491,,
rezka,2491,,
semenisasi,2491,,
senyatanya,2491,,
travolta,2491,,
urinenya,2491,,
balurkan,2490,,
deeper,2490,,
disuapi,2490,,
gemu,2490,,
iru,2490,,
mengerikannya,2490,,
palestina-israel,2490,,
penembusan,2490,,
pituruh,2490,,
playernya,2490,,
sosio-kultural,2490,,
suaramuslim,2490,,
supportive,2490,,
tambakselo,2490,,
tariklah,2490,,
20's,2489,,
2raj,2489,,
chose,2489,,
eukariota,2489,,
fahad,2489,,
karangreja,2489,,
kopri,2489,,
kreo,2489,,
laksdya,2489,,
mkgr,2489,,
sodong,2489,,
tribunners,2489,,
wahyuddin,2489,,
wiwitan,2489,,
144hz,2488,,
ames,2488,,
aripin,2488,,
bubah,2488,,
buburnya,2488,,
harder,2488,,
hir,2488,,
impressed,2488,,
japar,2488,,
kartrid,2488,,
manulang,2488,,
maridjan,2488,,
perianal,2488,,
pwa,2488,,
santolo,2488,,
slurry,2488,,
ugb,2488,,
ugh,2488,,
vilnius,2488,,
90's,2487,,
andiarief,2487,,
awid,2487,,
beritabalionline,2487,,
cropped,2487,,
domisilinya,2487,,
douwes,2487,,
fibers,2487,,
kaliningrad,2487,,
kodein,2487,,
mengoceh,2487,,
pembungkusan,2487,,
perda-perda,2487,,
pharos,2487,,
pledis,2487,,
sananwetan,2487,,
seberangnya,2487,,
sit-up,2487,,
smra,2487,,
6e,2486,,
anastasya,2486,,
counselor,2486,,
delegate,2486,,
dilalukan,2486,,
incomplete,2486,,
keteng,2486,,
lilies,2486,,
listya,2486,,
membubung,2486,,
mindahin,2486,,
ngabarin,2486,,
nuffic,2486,,
penangas,2486,,
rp210,2486,,
segepok,2486,,
soedjarwo,2486,,
usiaku,2486,,
appendices,2485,,
ayurveda,2485,,
bersilaturrahmi,2485,,
cytomegalovirus,2485,,
didaktika,2485,,
flinders,2485,,
haeruddin,2485,,
kesepakatan-kesepakatan,2485,,
kopernya,2485,,
loops,2485,,
petanipariwisataproduk,2485,,
rasiman,2485,,
rurouni,2485,,
sitor,2485,,
tesso,2485,,
upvote-aid,2485,,
bsok,2484,,
c14,2484,,
cta,2484,,
dahuri,2484,,
halil,2484,,
labersa,2484,,
manyun,2484,,
man’s,2484,,
mendelegitimasi,2484,,
metionin,2484,,
mlrs,2484,,
pencandu,2484,,
persetan,2484,,
profitnya,2484,,
riph,2484,,
sparring,2484,,
sub-sistem,2484,,
sukro,2484,,
telagasari,2484,,
tersendatnya,2484,,
v-strom,2484,,
2tahun,2483,,
aomori,2483,,
beratus-ratus,2483,,
cookpad,2483,,
groupon,2483,,
infovesta,2483,,
kadipiro,2483,,
khamami,2483,,
labana,2483,,
meleduk,2483,,
mencakar,2483,,
ngedate,2483,,
runtu,2483,,
wisanggeni,2483,,
chateau,2482,,
cochrane,2482,,
dipaku,2482,,
egp,2482,,
foxtrot,2482,,
jpl,2482,,
mcavoy,2482,,
messy,2482,,
nym,2482,,
scatterplot,2482,,
switched,2482,,
wisaya,2482,,
alman,2481,,
artikelsiana,2481,,
basuni,2481,,
batistuta,2481,,
cowonya,2481,,
diakukan,2481,,
digedung,2481,,
mkin,2481,,
obese,2481,,
rajasthan,2481,,
sades,2481,,
sidebar-accordion,2481,,
sumeria,2481,,
trafic,2481,,
treponema,2481,,
yangtelah,2481,,
baratnya,2480,,
berbaringlah,2480,,
beritalingkungan,2480,,
bohongan,2480,,
engkong,2480,,
feminist,2480,,
gard,2480,,
kalimati,2480,,
klin,2480,,
kreatip,2480,,
lsip,2480,,
maro,2480,,
osmolaritas,2480,,
reiner,2480,,
uapnya,2480,,
vandoorne,2480,,
300cc,2479,,
alienasi,2479,,
ayutingting92,2479,,
bermetamorfosis,2479,,
diperbuatnya,2479,,
diralat,2479,,
dropcap,2479,,
eritematosus,2479,,
garnet,2479,,
hendarto,2479,,
horornya,2479,,
humpro,2479,,
intrauterin,2479,,
lexington,2479,,
mengko,2479,,
moretz,2479,,
opop,2479,,
panadol,2479,,
ramona,2479,,
snvt,2479,,
spectroscopy,2479,,
tenerife,2479,,
wastu,2479,,
100mbps,2478,,
alp,2478,,
bappilu,2478,,
batrei,2478,,
doamu,2478,,
guraru,2478,,
logisnya,2478,,
mizuki,2478,,
mnding,2478,,
narasumbernya,2478,,
pelakon,2478,,
rileksasi,2478,,
sinovial,2478,,
termokimia,2478,,
berkaliber,2477,,
